position,song,artist,popularity,album_type,total_track,release_date
29,Calm Down (with Selena Gomez),Rema,83,album,22,27-04-2023
30,Popular (with Playboi Carti & Madonna) - Music from the HBO Original Series,The Weeknd & Madonna,91,single,1,02-06-2023
31,Last Night,Morgan Wallen,90,album,36,03-03-2023
32,TQM,Fuerza Regida,95,single,1,19-05-2023
33,MOJABI GHOST,Tainy,93,album,19,29-06-2023
34,Style,Taylor Swift,84,album,13,27-10-2014
35,Anti-Hero,Taylor Swift,95,album,13,21-10-2022
36,Blank Space,Taylor Swift,84,album,13,27-10-2014
37,Creepin' (with The Weeknd & 21 Savage),Metro Boomin,96,album,15,02-12-2022
38,TQG,KAROL G,95,album,17,24-02-2023
39,See You Again (feat. Kali Uchis),Tyler The Creator,95,album,14,21-07-2017
40,Rush,Troye Sivan,83,single,1,13-07-2023
41,Los del Espacio,LIT killah,95,single,1,01-06-2023
42,Angels Like You,Miley Cyrus,95,album,15,27-11-2020
43,Sunflower - Spider-Man: Into the Spider-Verse,Post Malone,89,album,17,06-09-2019
44,I Ain't Worried,OneRepublic,95,single,1,13-05-2022
45,Dance The Night (From Barbie The Album),Dua Lipa,94,single,1,25-05-2023
46,Die For You,The Weeknd,92,album,18,24-11-2016
47,Starboy,The Weeknd,94,album,18,25-11-2016
48,I'm Good (Blue),David Guetta & Bebe Rexha,95,single,2,26-08-2022
49,Die For You (with Ariana Grande) - Remix,The Weeknd,88,album,21,14-03-2023
50,Left and Right (Feat. Jung Kook of BTS),Charlie Puth,88,album,12,06-10-2022
1,Seven (feat. Latto) (Explicit Ver.),Jung Kook & Latto,95,single,3,14-07-2023
2,LALA,Myke Towers,97,album,23,23-03-2023
3,vampire,Olivia Rodrigo,98,single,1,30-06-2023
4,Cruel Summer,Taylor Swift,100,album,18,23-08-2019
5,Sprinter,Dave & Central Cee,97,single,1,01-06-2023
6,Columbia,Quevedo,92,single,1,07-07-2023
7,WHERE SHE GOES,Bad Bunny,99,single,1,18-05-2023
8,fukumean,Gunna,95,album,15,16-06-2023
9,Ella Baila Sola,Eslabon Armado,93,album,16,28-04-2023
10,Super Shy,NewJeans,92,single,2,07-07-2023
11,Daylight,David Kushner,98,single,1,14-04-2023
12,La Bebe - Remix,Yng Lvcas & Peso Pluma,99,single,2,17-03-2023
13,Flowers,Miley Cyrus,91,album,13,10-03-2023
14,un x100to,Grupo Frontera & Bad Bunny,99,single,1,17-04-2023
15,As It Was,Harry Styles,94,album,13,20-05-2022
16,Kill Bill,SZA,95,album,23,08-12-2022
17,Cupid - Twin Ver.,FIFTY FIFTY,98,single,3,24-02-2023
18,What Was I Made For?,Billie Eilish,87,single,1,13-07-2023
19,Like Crazy,Jimin,96,single,6,24-03-2023
20,Classy 101,Feid & Young Miko,97,single,1,31-03-2023
21,I Can See You (Taylor’s Version) (From The Vault),Taylor Swift,93,album,22,07-07-2023
22,I Wanna Be Yours,Arctic Monkeys,96,album,12,09-09-2013
23,Popular (with Playboi Carti & Madonna) - Music from the HBO Original Series,The Weeknd & Madonna,91,single,1,02-06-2023
24,LADY GAGA,Peso Pluma,93,album,17,29-06-2023
25,Calm Down (with Selena Gomez),Rema,84,album,22,27-04-2023
26,Peso Pluma: Bzrp Music Sessions Vol. 55,Bizarrap & Peso Pluma,97,single,1,01-06-2023
27,SABOR FRESA,Fuerza Regida,94,single,1,22-06-2023
28,MOJABI GHOST,Tainy,93,album,19,29-06-2023
29,Rush,Troye Sivan,84,single,1,13-07-2023
30,Creepin' (with The Weeknd & 21 Savage),Metro Boomin,96,album,15,02-12-2022
31,Last Night,Morgan Wallen,90,album,36,03-03-2023
32,Anti-Hero,Taylor Swift,95,album,13,21-10-2022
33,Style,Taylor Swift,84,album,13,27-10-2014
34,Blank Space,Taylor Swift,84,album,13,27-10-2014
35,Dance The Night (From Barbie The Album),Dua Lipa,94,single,1,25-05-2023
36,Los del Espacio,LIT killah,95,single,1,01-06-2023
37,See You Again (feat. Kali Uchis),Tyler The Creator,95,album,14,21-07-2017
38,TQG,KAROL G,95,album,17,24-02-2023
39,TULUM,Peso Pluma,91,album,17,29-06-2023
40,El Azul,Junior H & Peso Pluma,95,single,1,10-02-2023
41,I'm Good (Blue),David Guetta & Bebe Rexha,95,single,2,26-08-2022
42,Frágil,Yahritza Y Su Esencia & Grupo Frontera,94,single,1,07-04-2023
43,TQM,Fuerza Regida,95,single,1,19-05-2023
44,Angels Like You,Miley Cyrus,95,album,15,27-11-2020
45,Sunflower - Spider-Man: Into the Spider-Verse,Post Malone,89,album,17,06-09-2019
46,I Ain't Worried,OneRepublic,95,single,1,13-05-2022
47,Die For You,The Weeknd,92,album,18,24-11-2016
48,Starboy,The Weeknd,94,album,18,25-11-2016
49,Barbie World (with Aqua) [From Barbie The Album],Nicki Minaj & Ice Spice & Aqua,91,single,1,23-06-2023
50,Die For You (with Ariana Grande) - Remix,The Weeknd,88,album,21,14-03-2023
1,Seven (feat. Latto) (Explicit Ver.),Jung Kook & Latto,96,single,3,14-07-2023
2,LALA,Myke Towers,97,album,23,23-03-2023
3,vampire,Olivia Rodrigo,98,single,1,30-06-2023
4,Cruel Summer,Taylor Swift,100,album,18,23-08-2019
5,Sprinter,Dave & Central Cee,97,single,1,01-06-2023
6,fukumean,Gunna,95,album,15,16-06-2023
7,WHERE SHE GOES,Bad Bunny,99,single,1,18-05-2023
8,Columbia,Quevedo,93,single,1,07-07-2023
9,Ella Baila Sola,Eslabon Armado,93,album,16,28-04-2023
10,Super Shy,NewJeans,93,single,2,07-07-2023
11,La Bebe - Remix,Yng Lvcas & Peso Pluma,99,single,2,17-03-2023
12,Flowers,Miley Cyrus,90,album,13,10-03-2023
13,Daylight,David Kushner,98,single,1,14-04-2023
14,un x100to,Grupo Frontera & Bad Bunny,99,single,1,17-04-2023
15,As It Was,Harry Styles,94,album,13,20-05-2022
16,Kill Bill,SZA,94,album,23,08-12-2022
17,Cupid - Twin Ver.,FIFTY FIFTY,98,single,3,24-02-2023
18,Classy 101,Feid & Young Miko,97,single,1,31-03-2023
19,What Was I Made For?,Billie Eilish,88,single,1,13-07-2023
20,Like Crazy,Jimin,96,single,6,24-03-2023
21,I Wanna Be Yours,Arctic Monkeys,96,album,12,09-09-2013
22,Popular (with Playboi Carti & Madonna) - Music from the HBO Original Series,The Weeknd & Madonna,92,single,1,02-06-2023
23,Calm Down (with Selena Gomez),Rema,84,album,22,27-04-2023
24,LADY GAGA,Peso Pluma,93,album,17,29-06-2023
25,I Can See You (Taylor’s Version) (From The Vault),Taylor Swift,93,album,22,07-07-2023
26,Peso Pluma: Bzrp Music Sessions Vol. 55,Bizarrap & Peso Pluma,97,single,1,01-06-2023
27,MOJABI GHOST,Tainy,93,album,19,29-06-2023
28,SABOR FRESA,Fuerza Regida,94,single,1,22-06-2023
29,Dance The Night (From Barbie The Album),Dua Lipa,94,single,1,25-05-2023
30,Last Night,Morgan Wallen,90,album,36,03-03-2023
31,Creepin' (with The Weeknd & 21 Savage),Metro Boomin,96,album,15,02-12-2022
32,Anti-Hero,Taylor Swift,95,album,13,21-10-2022
33,Rush,Troye Sivan,85,single,1,13-07-2023
34,TQG,KAROL G,95,album,17,24-02-2023
35,Style,Taylor Swift,84,album,13,27-10-2014
36,Blank Space,Taylor Swift,84,album,13,27-10-2014
37,Los del Espacio,LIT killah,95,single,1,01-06-2023
38,See You Again (feat. Kali Uchis),Tyler The Creator,95,album,14,21-07-2017
39,TULUM,Peso Pluma,91,album,17,29-06-2023
40,Sunflower - Spider-Man: Into the Spider-Verse,Post Malone,89,album,17,06-09-2019
41,El Azul,Junior H & Peso Pluma,95,single,1,10-02-2023
42,I'm Good (Blue),David Guetta & Bebe Rexha,95,single,2,26-08-2022
43,Frágil,Yahritza Y Su Esencia & Grupo Frontera,94,single,1,07-04-2023
44,TQM,Fuerza Regida,95,single,1,19-05-2023
45,Barbie World (with Aqua) [From Barbie The Album],Nicki Minaj & Ice Spice & Aqua,91,single,1,23-06-2023
46,Angels Like You,Miley Cyrus,95,album,15,27-11-2020
47,I Ain't Worried,OneRepublic,95,single,1,13-05-2022
48,Die For You,The Weeknd,92,album,18,24-11-2016
49,Dial Drunk (with Post Malone),Noah Kahan & Post Malone,72,single,1,18-07-2023
50,Starboy,The Weeknd,94,album,18,25-11-2016
1,Seven (feat. Latto) (Explicit Ver.),Jung Kook & Latto,96,single,3,14-07-2023
2,LALA,Myke Towers,98,album,23,23-03-2023
3,vampire,Olivia Rodrigo,98,single,1,30-06-2023
4,Cruel Summer,Taylor Swift,100,album,18,23-08-2019
5,Sprinter,Dave & Central Cee,97,single,1,01-06-2023
6,fukumean,Gunna,95,album,15,16-06-2023
7,Columbia,Quevedo,93,single,1,07-07-2023
8,WHERE SHE GOES,Bad Bunny,99,single,1,18-05-2023
9,Ella Baila Sola,Eslabon Armado,93,album,16,28-04-2023
10,La Bebe - Remix,Yng Lvcas & Peso Pluma,99,single,2,17-03-2023
11,Super Shy,NewJeans,93,single,2,07-07-2023
12,Daylight,David Kushner,98,single,1,14-04-2023
13,Flowers,Miley Cyrus,90,album,13,10-03-2023
14,un x100to,Grupo Frontera & Bad Bunny,99,single,1,17-04-2023
15,As It Was,Harry Styles,94,album,13,20-05-2022
16,Kill Bill,SZA,94,album,23,08-12-2022
17,Cupid - Twin Ver.,FIFTY FIFTY,98,single,3,24-02-2023
18,Classy 101,Feid & Young Miko,97,single,1,31-03-2023
19,Like Crazy,Jimin,96,single,6,24-03-2023
20,What Was I Made For?,Billie Eilish,89,single,1,13-07-2023
21,I Wanna Be Yours,Arctic Monkeys,96,album,12,09-09-2013
22,Popular (with Playboi Carti & Madonna) - Music from the HBO Original Series,The Weeknd & Madonna,92,single,1,02-06-2023
23,LADY GAGA,Peso Pluma,93,album,17,29-06-2023
24,Dance The Night (From Barbie The Album),Dua Lipa,94,single,1,25-05-2023
25,Calm Down (with Selena Gomez),Rema,84,album,22,27-04-2023
26,SABOR FRESA,Fuerza Regida,94,single,1,22-06-2023
27,Peso Pluma: Bzrp Music Sessions Vol. 55,Bizarrap & Peso Pluma,97,single,1,01-06-2023
28,MOJABI GHOST,Tainy,93,album,19,29-06-2023
29,Last Night,Morgan Wallen,90,album,36,03-03-2023
30,I Can See You (Taylor’s Version) (From The Vault),Taylor Swift,93,album,22,07-07-2023
31,Barbie World (with Aqua) [From Barbie The Album],Nicki Minaj & Ice Spice & Aqua,91,single,1,23-06-2023
32,Creepin' (with The Weeknd & 21 Savage),Metro Boomin,96,album,15,02-12-2022
33,TQG,KAROL G,95,album,17,24-02-2023
34,Anti-Hero,Taylor Swift,95,album,13,21-10-2022
35,Frágil,Yahritza Y Su Esencia & Grupo Frontera,94,single,1,07-04-2023
36,Los del Espacio,LIT killah,95,single,1,01-06-2023
37,Sunflower - Spider-Man: Into the Spider-Verse,Post Malone,88,album,17,06-09-2019
38,Blank Space,Taylor Swift,84,album,13,27-10-2014
39,Style,Taylor Swift,84,album,13,27-10-2014
40,Rush,Troye Sivan,86,single,1,13-07-2023
41,See You Again (feat. Kali Uchis),Tyler The Creator,95,album,14,21-07-2017
42,TULUM,Peso Pluma,91,album,17,29-06-2023
43,I'm Good (Blue),David Guetta & Bebe Rexha,95,single,2,26-08-2022
44,Angels Like You,Miley Cyrus,94,album,15,27-11-2020
45,TQM,Fuerza Regida,95,single,1,19-05-2023
46,I Ain't Worried,OneRepublic,95,single,1,13-05-2022
47,El Azul,Junior H & Peso Pluma,95,single,1,10-02-2023
48,Die For You,The Weeknd,91,album,18,24-11-2016
49,Die For You (with Ariana Grande) - Remix,The Weeknd,88,album,21,14-03-2023
50,Starboy,The Weeknd,94,album,18,25-11-2016
1,Seven (feat. Latto) (Explicit Ver.),Jung Kook & Latto,97,single,3,14-07-2023
2,LALA,Myke Towers,98,album,23,23-03-2023
3,vampire,Olivia Rodrigo,98,single,1,30-06-2023
4,Cruel Summer,Taylor Swift,100,album,18,23-08-2019
5,Columbia,Quevedo,93,single,1,07-07-2023
6,Sprinter,Dave & Central Cee,97,single,1,01-06-2023
7,fukumean,Gunna,95,album,15,16-06-2023
8,WHERE SHE GOES,Bad Bunny,99,single,1,18-05-2023
9,Ella Baila Sola,Eslabon Armado,93,album,16,28-04-2023
10,La Bebe - Remix,Yng Lvcas & Peso Pluma,99,single,2,17-03-2023
11,Super Shy,NewJeans,93,single,2,07-07-2023
12,un x100to,Grupo Frontera & Bad Bunny,98,single,1,17-04-2023
13,Daylight,David Kushner,98,single,1,14-04-2023
14,Flowers,Miley Cyrus,90,album,13,10-03-2023
15,As It Was,Harry Styles,94,album,13,20-05-2022
16,Kill Bill,SZA,94,album,23,08-12-2022
17,Cupid - Twin Ver.,FIFTY FIFTY,98,single,3,24-02-2023
18,Dance The Night (From Barbie The Album),Dua Lipa,94,single,1,25-05-2023
19,Classy 101,Feid & Young Miko,96,single,1,31-03-2023
20,What Was I Made For?,Billie Eilish,89,single,1,13-07-2023
21,Barbie World (with Aqua) [From Barbie The Album],Nicki Minaj & Ice Spice & Aqua,91,single,1,23-06-2023
22,Like Crazy,Jimin,96,single,6,24-03-2023
23,LADY GAGA,Peso Pluma,93,album,17,29-06-2023
24,Popular (with Playboi Carti & Madonna) - Music from the HBO Original Series,The Weeknd & Madonna,92,single,1,02-06-2023
25,I Wanna Be Yours,Arctic Monkeys,96,album,12,09-09-2013
26,MOJABI GHOST,Tainy,93,album,19,29-06-2023
27,SABOR FRESA,Fuerza Regida,94,single,1,22-06-2023
28,Calm Down (with Selena Gomez),Rema,83,album,22,27-04-2023
29,Last Night,Morgan Wallen,90,album,36,03-03-2023
30,Peso Pluma: Bzrp Music Sessions Vol. 55,Bizarrap & Peso Pluma,96,single,1,01-06-2023
31,I Can See You (Taylor’s Version) (From The Vault),Taylor Swift,93,album,22,07-07-2023
32,Rush,Troye Sivan,87,single,1,13-07-2023
33,TULUM,Peso Pluma,92,album,17,29-06-2023
34,Creepin' (with The Weeknd & 21 Savage),Metro Boomin,96,album,15,02-12-2022
35,Anti-Hero,Taylor Swift,95,album,13,21-10-2022
36,Sunflower - Spider-Man: Into the Spider-Verse,Post Malone,88,album,17,06-09-2019
37,Los del Espacio,LIT killah,95,single,1,01-06-2023
38,TQG,KAROL G,95,album,17,24-02-2023
39,Blank Space,Taylor Swift,84,album,13,27-10-2014
40,I'm Good (Blue),David Guetta & Bebe Rexha,95,single,2,26-08-2022
41,Style,Taylor Swift,83,album,13,27-10-2014
42,TQM,Fuerza Regida,95,single,1,19-05-2023
43,See You Again (feat. Kali Uchis),Tyler The Creator,95,album,14,21-07-2017
44,I Ain't Worried,OneRepublic,95,single,1,13-05-2022
45,Die For You,The Weeknd,91,album,18,24-11-2016
46,Die For You (with Ariana Grande) - Remix,The Weeknd,88,album,21,14-03-2023
47,Frágil,Yahritza Y Su Esencia & Grupo Frontera,94,single,1,07-04-2023
48,El Azul,Junior H & Peso Pluma,95,single,1,10-02-2023
49,Angels Like You,Miley Cyrus,94,album,15,27-11-2020
50,Starboy,The Weeknd,94,album,18,25-11-2016
1,Seven (feat. Latto) (Explicit Ver.),Jung Kook & Latto,98,single,3,14-07-2023
2,LALA,Myke Towers,98,album,23,23-03-2023
3,K-POP,Travis Scott & Bad Bunny & The Weeknd,82,single,1,21-07-2023
4,Cruel Summer,Taylor Swift,100,album,18,23-08-2019
5,vampire,Olivia Rodrigo,98,single,1,30-06-2023
6,Super Shy,NewJeans,94,single,2,07-07-2023
7,Columbia,Quevedo,94,single,1,07-07-2023
8,Barbie World (with Aqua) [From Barbie The Album],Nicki Minaj & Ice Spice & Aqua,92,single,1,23-06-2023
9,Dance The Night (From Barbie The Album),Dua Lipa,95,single,1,25-05-2023
10,Sprinter,Dave & Central Cee,97,single,1,01-06-2023
11,Ella Baila Sola,Eslabon Armado,93,album,16,28-04-2023
12,WHERE SHE GOES,Bad Bunny,99,single,1,18-05-2023
13,fukumean,Gunna,95,album,15,16-06-2023
14,un x100to,Grupo Frontera & Bad Bunny,98,single,1,17-04-2023
15,La Bebe - Remix,Yng Lvcas & Peso Pluma,99,single,2,17-03-2023
16,What Was I Made For?,Billie Eilish,90,single,1,13-07-2023
17,Flowers,Miley Cyrus,90,album,13,10-03-2023
18,As It Was,Harry Styles,94,album,13,20-05-2022
19,Daylight,David Kushner,98,single,1,14-04-2023
20,Kill Bill,SZA,94,album,23,08-12-2022
21,Cupid - Twin Ver.,FIFTY FIFTY,98,single,3,24-02-2023
22,LADY GAGA,Peso Pluma,93,album,17,29-06-2023
23,Classy 101,Feid & Young Miko,96,single,1,31-03-2023
24,SABOR FRESA,Fuerza Regida,94,single,1,22-06-2023
25,Cool With You,NewJeans,76,single,6,21-07-2023
26,TULUM,Peso Pluma,92,album,17,29-06-2023
27,I Wanna Be Yours,Arctic Monkeys,96,album,12,09-09-2013
28,Last Night,Morgan Wallen,90,album,36,03-03-2023
29,Popular (with Playboi Carti & Madonna) - Music from the HBO Original Series,The Weeknd & Madonna,92,single,1,02-06-2023
30,Like Crazy,Jimin,96,single,6,24-03-2023
31,New Jeans,NewJeans,88,single,2,07-07-2023
32,Peso Pluma: Bzrp Music Sessions Vol. 55,Bizarrap & Peso Pluma,96,single,1,01-06-2023
33,Calm Down (with Selena Gomez),Rema,83,album,22,27-04-2023
34,ETA,NewJeans,76,single,6,21-07-2023
35,MOJABI GHOST,Tainy,93,album,19,29-06-2023
36,TQM,Fuerza Regida,95,single,1,19-05-2023
37,TQG,KAROL G,95,album,17,24-02-2023
38,Frágil,Yahritza Y Su Esencia & Grupo Frontera,94,single,1,07-04-2023
39,Creepin' (with The Weeknd & 21 Savage),Metro Boomin,95,album,15,02-12-2022
40,Los del Espacio,LIT killah,95,single,1,01-06-2023
41,El Azul,Junior H & Peso Pluma,95,single,1,10-02-2023
42,I'm Good (Blue),David Guetta & Bebe Rexha,95,single,2,26-08-2022
43,Sunflower - Spider-Man: Into the Spider-Verse,Post Malone,88,album,17,06-09-2019
44,Blank Space,Taylor Swift,84,album,13,27-10-2014
45,Anti-Hero,Taylor Swift,95,album,13,21-10-2022
46,See You Again (feat. Kali Uchis),Tyler The Creator,95,album,14,21-07-2017
47,I Ain't Worried,OneRepublic,95,single,1,13-05-2022
48,Style,Taylor Swift,83,album,13,27-10-2014
49,Rush,Troye Sivan,87,single,1,13-07-2023
50,Tá OK,DENNIS & MC Kevin o Chris,93,single,1,04-05-2023
1,Seven (feat. Latto) (Explicit Ver.),Jung Kook & Latto,98,single,3,14-07-2023
2,LALA,Myke Towers,98,album,23,23-03-2023
3,K-POP,Travis Scott & Bad Bunny & The Weeknd,86,single,1,21-07-2023
4,Cruel Summer,Taylor Swift,100,album,18,23-08-2019
5,vampire,Olivia Rodrigo,98,single,1,30-06-2023
6,Super Shy,NewJeans,94,single,2,07-07-2023
7,Columbia,Quevedo,94,single,1,07-07-2023
8,Barbie World (with Aqua) [From Barbie The Album],Nicki Minaj & Ice Spice & Aqua,92,single,1,23-06-2023
9,Dance The Night (From Barbie The Album),Dua Lipa,95,single,1,25-05-2023
10,Sprinter,Dave & Central Cee,97,single,1,01-06-2023
11,Ella Baila Sola,Eslabon Armado,93,album,16,28-04-2023
12,WHERE SHE GOES,Bad Bunny,99,single,1,18-05-2023
13,fukumean,Gunna,95,album,15,16-06-2023
14,un x100to,Grupo Frontera & Bad Bunny,98,single,1,17-04-2023
15,La Bebe - Remix,Yng Lvcas & Peso Pluma,99,single,2,17-03-2023
16,What Was I Made For?,Billie Eilish,91,single,1,13-07-2023
17,Flowers,Miley Cyrus,90,album,13,10-03-2023
18,As It Was,Harry Styles,93,album,13,20-05-2022
19,Daylight,David Kushner,98,single,1,14-04-2023
20,Kill Bill,SZA,94,album,23,08-12-2022
21,Cupid - Twin Ver.,FIFTY FIFTY,98,single,3,24-02-2023
22,LADY GAGA,Peso Pluma,93,album,17,29-06-2023
23,Classy 101,Feid & Young Miko,96,single,1,31-03-2023
24,SABOR FRESA,Fuerza Regida,94,single,1,22-06-2023
25,Cool With You,NewJeans,81,single,6,21-07-2023
26,TULUM,Peso Pluma,92,album,17,29-06-2023
27,I Wanna Be Yours,Arctic Monkeys,95,album,12,09-09-2013
28,Last Night,Morgan Wallen,90,album,36,03-03-2023
29,Popular (with Playboi Carti & Madonna) - Music from the HBO Original Series,The Weeknd & Madonna,92,single,1,02-06-2023
30,Like Crazy,Jimin,96,single,6,24-03-2023
31,New Jeans,NewJeans,88,single,2,07-07-2023
32,Peso Pluma: Bzrp Music Sessions Vol. 55,Bizarrap & Peso Pluma,96,single,1,01-06-2023
33,Calm Down (with Selena Gomez),Rema,83,album,22,27-04-2023
34,ETA,NewJeans,80,single,6,21-07-2023
35,MOJABI GHOST,Tainy,94,album,19,29-06-2023
36,TQM,Fuerza Regida,95,single,1,19-05-2023
37,TQG,KAROL G,95,album,17,24-02-2023
38,Frágil,Yahritza Y Su Esencia & Grupo Frontera,94,single,1,07-04-2023
39,Creepin' (with The Weeknd & 21 Savage),Metro Boomin,95,album,15,02-12-2022
40,Los del Espacio,LIT killah,95,single,1,01-06-2023
41,El Azul,Junior H & Peso Pluma,94,single,1,10-02-2023
42,I'm Good (Blue),David Guetta & Bebe Rexha,95,single,2,26-08-2022
43,Sunflower - Spider-Man: Into the Spider-Verse,Post Malone,88,album,17,06-09-2019
44,Blank Space,Taylor Swift,84,album,13,27-10-2014
45,Anti-Hero,Taylor Swift,95,album,13,21-10-2022
46,See You Again (feat. Kali Uchis),Tyler The Creator,95,album,14,21-07-2017
47,I Ain't Worried,OneRepublic,95,single,1,13-05-2022
48,Style,Taylor Swift,83,album,13,27-10-2014
49,Rush,Troye Sivan,88,single,1,13-07-2023
50,Tá OK,DENNIS & MC Kevin o Chris,93,single,1,04-05-2023
1,Seven (feat. Latto) (Explicit Ver.),Jung Kook & Latto,98,single,3,14-07-2023
2,LALA,Myke Towers,99,album,23,23-03-2023
3,Cruel Summer,Taylor Swift,100,album,18,23-08-2019
4,K-POP,Travis Scott & Bad Bunny & The Weeknd,88,single,1,21-07-2023
5,vampire,Olivia Rodrigo,98,single,1,30-06-2023
6,Barbie World (with Aqua) [From Barbie The Album],Nicki Minaj & Ice Spice & Aqua,92,single,1,23-06-2023
7,Super Shy,NewJeans,94,single,2,07-07-2023
8,What Was I Made For?,Billie Eilish,91,single,1,13-07-2023
9,Dance The Night (From Barbie The Album),Dua Lipa,95,single,1,25-05-2023
10,Columbia,Quevedo,95,single,1,07-07-2023
11,Sprinter,Dave & Central Cee,97,single,1,01-06-2023
12,Ella Baila Sola,Eslabon Armado,92,album,16,28-04-2023
13,fukumean,Gunna,96,album,15,16-06-2023
14,WHERE SHE GOES,Bad Bunny,99,single,1,18-05-2023
15,un x100to,Grupo Frontera & Bad Bunny,98,single,1,17-04-2023
16,La Bebe - Remix,Yng Lvcas & Peso Pluma,98,single,2,17-03-2023
17,Daylight,David Kushner,98,single,1,14-04-2023
18,Kill Bill,SZA,94,album,23,08-12-2022
19,As It Was,Harry Styles,93,album,13,20-05-2022
20,Flowers,Miley Cyrus,90,album,13,10-03-2023
21,Cupid - Twin Ver.,FIFTY FIFTY,97,single,3,24-02-2023
22,LADY GAGA,Peso Pluma,93,album,17,29-06-2023
23,I Wanna Be Yours,Arctic Monkeys,95,album,12,09-09-2013
24,Like Crazy,Jimin,96,single,6,24-03-2023
25,Classy 101,Feid & Young Miko,96,single,1,31-03-2023
26,SABOR FRESA,Fuerza Regida,94,single,1,22-06-2023
27,Last Night,Morgan Wallen,90,album,36,03-03-2023
